Fechas,TEMP-EXT,TEMP-INT,HUM-INT,HUM-EXT
2017-04-13 19:53:06,31.96,34.38,49.58,46.55
2017-04-13 20:23:13,31.65,34.15,51.02,47.29
2017-04-13 20:53:20,30.87,33.99,52.73,49.3
2017-04-13 21:23:28,31.36,33.92,55.98,49.2
2017-04-13 21:53:35,31.69,33.89,58.12,49.1
2017-04-13 22:23:41,31.31,33.86,57.69,51.61
2017-04-13 22:53:48,30.91,33.76,53.99,53.03
2017-04-13 23:23:55,31.21,33.68,56.69,52.13
2017-04-13 23:54:02,31.57,33.75,56.97,50.74
2017-04-14 00:24:09,31.32,33.76,57.32,51.98
2017-04-14 00:54:16,31.59,33.78,57.72,50.91
2017-04-14 01:24:23,32.14,33.85,56.55,49.76
2017-04-14 01:54:30,32.38,34.09,61.8,48.61
2017-04-14 02:24:37,32.37,34.25,60.59,48.1
2017-04-14 02:54:44,32.04,34.35,58.31,48.83
2017-04-14 03:24:51,32.4,34.47,59.13,47.59
2017-04-14 03:54:58,32.1,34.41,57.08,47.78
2017-04-14 04:25:05,31.77,34.25,59.85,48.03
2017-04-14 04:55:12,31.42,34.19,63.32,48.37
2017-04-14 05:25:19,31.23,34.15,58.43,48.59
2017-04-14 05:55:26,31.43,33.97,60.15,48.71
2017-04-14 06:25:33,31.53,33.99,65.06,48.42
2017-04-14 06:55:40,31.59,33.89,63.65,49.34
2017-04-14 07:25:47,32.11,33.75,62.02,47.2
2017-04-14 07:55:54,32.68,33.78,68.06,46.63
2017-04-14 08:26:01,32.92,33.82,61.19,45.55
2017-04-14 08:56:08,34.43,34.01,65.65,43.56
2017-04-14 09:26:15,35.14,34.15,58.55,40.94
2017-04-14 09:56:24,36.76,34.41,52.76,37.39
2017-04-14 10:26:31,38.28,34.77,49.45,31.37
2017-04-14 10:56:38,39.79,35.36,46.01,28.64
2017-04-14 11:26:45,41.21,35.9,44.22,25.07
2017-04-14 11:56:52,41.03,36.53,39.84,24.62
2017-04-14 12:26:59,40.93,37.12,36.52,24.67
2017-04-14 12:57:06,43.72,37.34,36.08,22.3
2017-04-14 13:27:13,41.46,37.85,33.16,22.48
2017-04-14 13:57:20,40.77,37.11,35.11,22.3
2017-04-14 14:27:27,41.07,37.03,34.38,22.99
2017-04-14 14:57:34,40.8,37.06,34.27,22.23
2017-04-14 15:27:41,43.18,37.35,32.72,20.36
2017-04-14 15:57:48,40.76,39,33.8,28.64
2017-04-14 16:27:55,38.35,38.43,34.43,31.64
2017-04-14 16:58:02,38.02,36.93,38.28,33.74
2017-04-14 17:28:09,37.92,36.81,38.12,34.41
2017-04-14 17:58:17,35.32,36.35,43.62,43.93
2017-04-14 18:28:23,32.3,35.61,41.43,52.44
2017-04-14 18:58:30,31.4,34.97,50,56.26
2017-04-14 19:28:38,28.55,34.36,54.45,65.12
2017-04-14 19:58:44,29.56,33.88,56.8,63.64
2017-04-14 20:28:51,29.7,33.76,58.07,62.77
2017-04-14 20:58:58,30.87,33.86,61.7,60.29
2017-04-14 21:29:06,31.36,34.09,63.72,59.01
2017-04-14 21:59:13,31.26,34.12,59.97,57.75
2017-04-14 22:29:20,31.23,34.06,59.17,57.66
2017-04-14 22:59:27,31.32,34.13,58.87,57.66
2017-04-14 23:29:33,31.33,34.01,58.6,56.84
2017-04-14 23:59:40,31.17,33.97,63.02,57.73
